Vernier Format 2
pol28.txt 4/5/2022 17:50:39
Run 1
Time	Potential	Potential	Current	
T	P	P	C	
s	V	V	A	

1587	0.390	0.443	0.1533	
1588	0.385	0.433	0.1533	
1589	0.390	0.448	0.1536	
1590	0.385	0.438	0.1533	
1591	0.375	0.443	0.1536	
1592	0.380	0.438	0.1533	
1593	0.390	0.443	0.1536	
1594	0.390	0.438	0.1533	
1595	0.390	0.448	0.1533	
1596	0.380	0.438	0.1536	
1597	0.385	0.438	0.1533	
1598	0.375	0.443	0.1536	
1599	0.390	0.438	0.1536	
1600	0.395	0.443	0.1536	
1601	0.390	0.438	0.1533	
1602	0.395	0.443	0.1536	
1603	0.380	0.438	0.1536	
1604	0.385	0.438	0.1533	
1605	0.390	0.443	0.1533	
1606	0.375	0.443	0.1533	
1607	0.390	0.438	0.1536	
1608	0.390	0.453	0.1533	
1609	0.380	0.438	0.1533	
1610	0.390	0.443	0.1536	
1611	0.380	0.428	0.1533	
1612	0.390	0.448	0.1533	
1613	0.380	0.433	0.1536	
1614	0.395	0.443	0.1533	
1615	0.375	0.438	0.1533	
1616	0.380	0.428	0.1533	
1617	0.390	0.448	0.1533	
1618	0.385	0.433	0.1533	
1619	0.395	0.443	0.1533	
1620	0.375	0.443	0.1533	
1621	0.390	0.438	0.1533	
1622	0.380	0.438	0.1533	
1623	0.390	0.443	0.1533	
1624	0.390	0.438	0.1533	
1625	0.380	0.428	0.1530	
1626	0.380	0.438	0.1530	
1627	0.380	0.438	0.1530	
1628	0.375	0.438	0.1530	
1629	0.380	0.433	0.1530	
1630	0.380	0.433	0.1530	
1631	0.385	0.433	0.1530	
1632	0.395	0.438	0.1530	
1633	0.390	0.443	0.1530	
1634	0.380	0.428	0.1530	
1635	0.390	0.443	0.1530	
1636	0.380	0.433	0.1530	
1637	0.390	0.443	0.1530	
1638	0.390	0.438	0.1530	
1639	0.380	0.438	0.1530	
1640	0.385	0.438	0.1530	
1641	0.380	0.443	0.1530	
1642	0.390	0.448	0.1530	
1643	0.395	0.443	0.1530	
1644	0.380	0.433	0.1530	
1645	0.375	0.438	0.1526	
1646	0.385	0.443	0.1530	
1647	0.390	0.443	0.1530	
1648	0.390	0.433	0.1526	
1649	0.385	0.433	0.1526	
1650	0.380	0.428	0.1526	
1651	0.385	0.438	0.1526	
1652	0.390	0.443	0.1526	
1653	0.380	0.428	0.1523	
1654	0.375	0.443	0.1526	
1655	0.390	0.443	0.1523	
1656	0.390	0.438	0.1526	
1657	0.380	0.433	0.1526	
1658	0.385	0.438	0.1526	
1659	0.390	0.443	0.1526	
1660	0.385	0.443	0.1523	
1661	0.390	0.443	0.1523	
1662	0.390	0.438	0.1526	
1663	0.390	0.438	0.1526	
1664	0.390	0.438	0.1526	
1665	0.380	0.428	0.1523	
1666	0.380	0.433	0.1523	
1667	0.390	0.438	0.1523	
1668	0.380	0.428	0.1523	
1669	0.375	0.438	0.1523	
1670	0.375	0.428	0.1523	
1671	0.380	0.428	0.1523	
1672	0.380	0.433	0.1523	
1673	0.380	0.438	0.1520	
1674	0.390	0.438	0.1523	
1675	0.375	0.438	0.1520	
1676	0.390	0.438	0.1520	
1677	0.380	0.438	0.1520	
1678	0.385	0.438	0.1520	
1679	0.390	0.438	0.1520	
1680	0.375	0.433	0.1520	
1681	0.390	0.443	0.1520	
1682	0.380	0.428	0.1520	
1683	0.385	0.438	0.1520	
1684	0.385	0.433	0.1520	
1685	0.380	0.438	0.1520	
1686	0.390	0.438	0.1517	
1687	0.380	0.433	0.1517	
1688	0.375	0.428	0.1520	
1689	0.380	0.438	0.1517	
1690	0.390	0.438	0.1517	
1691	0.380	0.433	0.1517	
1692	0.385	0.438	0.1517	
1693	0.385	0.438	0.1517	
1694	0.380	0.428	0.1517	
1695	0.380	0.438	0.1517	
1696	0.385	0.438	0.1517	
1697	0.380	0.428	0.1517	
1698	0.375	0.438	0.1517	
1699	0.390	0.438	0.1517	
1700	0.390	0.438	0.1514	
1701	0.385	0.438	0.1517	
1702	0.380	0.428	0.1517	
1703	0.380	0.428	0.1517	
1704	0.380	0.428	0.1517	
1705	0.380	0.433	0.1514	
1706	0.385	0.438	0.1514	
1707	0.385	0.443	0.1514	
1708	0.380	0.438	0.1514	
1709	0.375	0.428	0.1514	
1710	0.380	0.438	0.1514	
1711	0.385	0.443	0.1514	
1712	0.380	0.438	0.1511	
1713	0.375	0.428	0.1514	
1714	0.385	0.438	0.1514	
1715	0.380	0.438	0.1514	
1716	0.390	0.438	0.1514	
1717	0.375	0.428	0.1514	
1718	0.390	0.438	0.1514	
1719	0.380	0.428	0.1514	
1720	0.380	0.433	0.1514	
1721	0.370	0.438	0.1514	
1722	0.390	0.438	0.1514	
1723	0.370	0.438	0.1514	
1724	0.385	0.438	0.1514	
1725	0.375	0.428	0.1514	
1726	0.390	0.438	0.1511	
1727	0.375	0.418	0.1511	
1728	0.380	0.438	0.1511	
1729	0.380	0.428	0.1511	
1730	0.380	0.443	0.1511	
1731	0.380	0.433	0.1511	
1732	0.375	0.438	0.1508	
1733	0.385	0.438	0.1511	
1734	0.380	0.428	0.1508	
1735	0.380	0.438	0.1508	
1736	0.385	0.438	0.1508	
1737	0.380	0.428	0.1508	
1738	0.385	0.438	0.1508	
1739	0.366	0.438	0.1508	
1740	0.370	0.438	0.1508	
1741	0.375	0.428	0.1508	
1742	0.375	0.438	0.1511	
1743	0.370	0.433	0.1508	
1744	0.375	0.428	0.1508	
1745	0.380	0.428	0.1508	
1746	0.375	0.428	0.1508	
1747	0.375	0.428	0.1508	
1748	0.380	0.428	0.1508	
1749	0.380	0.433	0.1508	
1750	0.380	0.433	0.1508	
1751	0.380	0.428	0.1508	
1752	0.375	0.428	0.1508	
1753	0.380	0.443	0.1508	
1754	0.375	0.428	0.1508	
1755	0.375	0.428	0.1508	
1756	0.375	0.428	0.1508	
1757	0.380	0.428	0.1508	
1758	0.380	0.433	0.1508	
1759	0.380	0.433	0.1508	
1760	0.385	0.433	0.1508	
1761	0.380	0.438	0.1505	
1762	0.380	0.433	0.1508	
1763	0.390	0.438	0.1508	
1764	0.385	0.438	0.1508	
1765	0.375	0.438	0.1505	
1766	0.370	0.438	0.1508	
1767	0.380	0.433	0.1505	
1768	0.375	0.438	0.1505	
1769	0.375	0.423	0.1505	
1770	0.380	0.438	0.1505	
1771	0.380	0.428	0.1505	
1772	0.370	0.433	0.1508	
1773	0.380	0.433	0.1505	
1774	0.370	0.423	0.1505	
1775	0.380	0.438	0.1505	
1776	0.375	0.428	0.1505	
1777	0.380	0.433	0.1505	
1778	0.380	0.433	0.1505	
1779	0.380	0.438	0.1505	
1780	0.380	0.433	0.1505	
1781	0.380	0.438	0.1502	
1782	0.370	0.433	0.1502	
1783	0.380	0.428	0.1502	
1784	0.380	0.438	0.1502	
1785	0.375	0.418	0.1502	
1786	0.385	0.438	0.1505	
1787	0.380	0.428	0.1498	
1788	0.380	0.438	0.1502	
1789	0.380	0.433	0.1498	
1790	0.366	0.433	0.1502	
1791	0.385	0.438	0.1498	
1792	0.380	0.423	0.1498	
1793	0.380	0.438	0.1502	
1794	0.375	0.423	0.1498	
1795	0.370	0.433	0.1498	
1796	0.385	0.433	0.1498	
1797	0.375	0.423	0.1498	
1798	0.366	0.433	0.1498	
1799	0.380	0.438	0.1498	
1800	0.380	0.428	0.1498	
1801	0.366	0.428	0.1498	
1802	0.380	0.438	0.1498	
1803	0.380	0.428	0.1495	
1804	0.370	0.423	0.1498	
1805	0.375	0.423	0.1498	
1806	0.380	0.428	0.1498	
1807	0.375	0.428	0.1498	
1808	0.385	0.433	0.1498	
1809	0.380	0.438	0.1498	
1810	0.380	0.438	0.1498	
1811	0.380	0.438	0.1498	
1812	0.375	0.433	0.1498	
1813	0.366	0.438	0.1498	
1814	0.366	0.433	0.1495	
1815	0.380	0.423	0.1495	
1816	0.380	0.428	0.1495	
1817	0.375	0.428	0.1495	
1818	0.380	0.418	0.1495	
1819	0.375	0.428	0.1495	
1820	0.380	0.438	0.1495	
1821	0.370	0.418	0.1492	
1822	0.385	0.433	0.1495	
1823	0.380	0.433	0.1495	
1824	0.375	0.423	0.1495	
1825	0.385	0.433	0.1495	
1826	0.380	0.438	0.1495	
1827	0.366	0.433	0.1498	
1828	0.380	0.428	0.1495	
1829	0.380	0.438	0.1498	
1830	0.375	0.418	0.1502	
1831	0.380	0.433	0.1502	
1832	0.366	0.433	0.1498	
1833	0.380	0.428	0.1498	
1834	0.380	0.438	0.1502	
1835	0.375	0.428	0.1502	
1836	0.380	0.438	0.1498	
1837	0.380	0.423	0.1498	
1838	0.380	0.438	0.1498	
1839	0.385	0.438	0.1498	
1840	0.380	0.423	0.1502	
1841	0.370	0.423	0.1498	
1842	0.370	0.433	0.1498	
1843	0.385	0.438	0.1498	
1844	0.385	0.438	0.1498	
1845	0.380	0.433	0.1502	
1846	0.385	0.433	0.1498	
1847	0.380	0.438	0.1498	
1848	0.380	0.433	0.1498	
1849	0.370	0.433	0.1498	
1850	0.375	0.433	0.1498	
1851	0.380	0.433	0.1495	
1852	0.380	0.438	0.1498	
1853	0.385	0.428	0.1495	
1854	0.380	0.428	0.1498	
1855	0.380	0.428	0.1498	
1856	0.385	0.438	0.1495	
1857	0.375	0.433	0.1492	
1858	0.366	0.438	0.1495	
1859	0.366	0.433	0.1492	
1860	0.375	0.438	0.1492	
1861	0.375	0.433	0.1492	
1862	0.366	0.423	0.1495	
1863	0.370	0.418	0.1492	
1864	0.375	0.418	0.1492	
1865	0.380	0.418	0.1492	
1866	0.375	0.428	0.1492	
1867	0.380	0.428	0.1492	
1868	0.380	0.433	0.1492	
1869	0.380	0.438	0.1492	
1870	0.375	0.433	0.1489	
1871	0.366	0.433	0.1489	
1872	0.366	0.423	0.1492	
1873	0.366	0.423	0.1492	
1874	0.366	0.418	0.1492	
1875	0.380	0.423	0.1492	
1876	0.375	0.418	0.1489	
1877	0.375	0.423	0.1489	
1878	0.380	0.428	0.1489	
1879	0.380	0.428	0.1489	
1880	0.380	0.428	0.1489	
1881	0.380	0.433	0.1486	
1882	0.380	0.433	0.1489	
1883	0.370	0.418	0.1489	
1884	0.380	0.428	0.1489	
1885	0.366	0.418	0.1489	
1886	0.380	0.433	0.1486	
1887	0.370	0.423	0.1486	
1888	0.380	0.438	0.1486	
1889	0.370	0.418	0.1489	
1890	0.380	0.433	0.1489	
1891	0.380	0.433	0.1486	
1892	0.375	0.428	0.1486	
1893	0.375	0.423	0.1486	
1894	0.375	0.428	0.1486	
1895	0.375	0.428	0.1483	
1896	0.380	0.428	0.1486	
1897	0.380	0.433	0.1483	
1898	0.380	0.438	0.1483	
1899	0.375	0.433	0.1483	
1900	0.366	0.423	0.1486	
1901	0.380	0.438	0.1483	
1902	0.370	0.418	0.1483	
1903	0.375	0.428	0.1483	
1904	0.375	0.423	0.1483	
1905	0.375	0.428	0.1483	
1906	0.380	0.428	0.1483	
1907	0.375	0.418	0.1483	
1908	0.366	0.418	0.1483	
1909	0.375	0.433	0.1483	
1910	0.380	0.428	0.1483	
1911	0.370	0.423	0.1480	
1912	0.366	0.418	0.1480	
1913	0.361	0.428	0.1483	
1914	0.366	0.433	0.1480	
1915	0.375	0.433	0.1480	
1916	0.370	0.428	0.1480	
1917	0.366	0.433	0.1480	
1918	0.380	0.433	0.1483	
1919	0.366	0.433	0.1483	
1920	0.375	0.433	0.1483	
1921	0.380	0.428	0.1483	
1922	0.380	0.428	0.1489	
1923	0.380	0.428	0.1486	
1924	0.375	0.428	0.1486	
1925	0.375	0.418	0.1489	
1926	0.370	0.418	0.1486	
1927	0.366	0.428	0.1486	
1928	0.361	0.428	0.1486	
1929	0.366	0.428	0.1486	
1930	0.361	0.428	0.1486	
1931	0.375	0.433	0.1486	
1932	0.380	0.433	0.1486	
1933	0.375	0.428	0.1486	
1934	0.375	0.418	0.1486	
1935	0.370	0.418	0.1483	
1936	0.375	0.428	0.1483	
1937	0.380	0.433	0.1486	
1938	0.380	0.428	0.1486	
1939	0.375	0.418	0.1486	
1940	0.361	0.433	0.1483	
1941	0.375	0.433	0.1483	
1942	0.380	0.433	0.1486	
1943	0.380	0.433	0.1483	
1944	0.380	0.433	0.1483	
1945	0.380	0.423	0.1483	
1946	0.366	0.418	0.1483	
1947	0.370	0.418	0.1483	
1948	0.375	0.418	0.1483	
1949	0.366	0.418	0.1483	
1950	0.370	0.418	0.1483	
1951	0.370	0.418	0.1480	
1952	0.375	0.433	0.1483	
1953	0.375	0.428	0.1480	
1954	0.380	0.428	0.1480	
1955	0.375	0.418	0.1480	
1956	0.370	0.418	0.1480	
1957	0.370	0.418	0.1480	
1958	0.366	0.418	0.1480	
1959	0.366	0.414	0.1480	
1960	0.361	0.428	0.1483	
1961	0.380	0.433	0.1480	
1962	0.370	0.428	0.1480	
1963	0.370	0.428	0.1480	
1964	0.361	0.428	0.1483	
1965	0.375	0.423	0.1480	
1966	0.380	0.423	0.1480	
1967	0.380	0.428	0.1480	
1968	0.375	0.433	0.1480	
1969	0.361	0.428	0.1480	
1970	0.366	0.418	0.1480	
1971	0.370	0.423	0.1477	
1972	0.375	0.423	0.1480	
1973	0.375	0.428	0.1477	
1974	0.361	0.428	0.1477	
1975	0.380	0.428	0.1477	
1976	0.380	0.433	0.1477	
1977	0.370	0.418	0.1480	
1978	0.361	0.428	0.1477	
1979	0.380	0.433	0.1474	
1980	0.370	0.414	0.1477	
1981	0.361	0.418	0.1477	
1982	0.361	0.428	0.1477	
1983	0.356	0.428	0.1477	
1984	0.375	0.433	0.1477	
1985	0.375	0.428	0.1477	
1986	0.366	0.428	0.1474	
1987	0.366	0.414	0.1474	
1988	0.370	0.418	0.1474	
1989	0.375	0.418	0.1477	
1990	0.375	0.428	0.1477	
1991	0.361	0.428	0.1480	
1992	0.375	0.423	0.1474	
1993	0.375	0.433	0.1477	
1994	0.361	0.423	0.1480	
1995	0.380	0.433	0.1477	
1996	0.361	0.428	0.1477	
1997	0.375	0.418	0.1474	
1998	0.361	0.423	0.1474	
1999	0.375	0.428	0.1474	
2000	0.366	0.414	0.1474	
2001	0.375	0.428	0.1474	
2002	0.375	0.428	0.1474	
2003	0.375	0.433	0.1474	
2004	0.375	0.428	0.1474	
2005	0.366	0.428	0.1470	
2006	0.370	0.414	0.1474	
2007	0.380	0.428	0.1470	
2008	0.375	0.428	0.1470	
2009	0.361	0.423	0.1470	
2010	0.366	0.414	0.1474	
2011	0.380	0.428	0.1470	
2012	0.356	0.423	0.1470	
2013	0.370	0.418	0.1470	
2014	0.380	0.428	0.1470	
2015	0.361	0.414	0.1470	
2016	0.380	0.428	0.1470	
2017	0.356	0.428	0.1470	
2018	0.375	0.428	0.1470	
2019	0.366	0.414	0.1470	
2020	0.366	0.423	0.1470	
2021	0.375	0.428	0.1470	
2022	0.375	0.418	0.1470	
2023	0.375	0.423	0.1470	
2024	0.375	0.418	0.1470	
2025	0.361	0.428	0.1470	
2026	0.380	0.428	0.1470	
2027	0.366	0.414	0.1470	
2028	0.370	0.423	0.1470	
2029	0.375	0.428	0.1470	
2030	0.375	0.428	0.1470	
2031	0.380	0.423	0.1470	
2032	0.375	0.418	0.1470	
2033	0.375	0.418	0.1470	
2034	0.380	0.428	0.1470	
2035	0.375	0.433	0.1470	
2036	0.375	0.433	0.1470	
2037	0.375	0.428	0.1467	
2038	0.375	0.428	0.1467	
2039	0.361	0.414	0.1470	
2040	0.366	0.414	0.1470	
2041	0.366	0.418	0.1470	
2042	0.361	0.409	0.1470	
2043	0.366	0.414	0.1470	
2044	0.366	0.414	0.1470	
2045	0.356	0.423	0.1470	
2046	0.361	0.418	0.1470	
2047	0.361	0.414	0.1467	
2048	0.361	0.414	0.1467	
2049	0.361	0.414	0.1467	
2050	0.366	0.409	0.1467	
2051	0.375	0.418	0.1467	
2052	0.370	0.428	0.1467	
2053	0.375	0.428	0.1467	
2054	0.370	0.428	0.1467	
2055	0.356	0.423	0.1467	
2056	0.366	0.414	0.1467	
2057	0.366	0.418	0.1467	
2058	0.380	0.418	0.1467	
2059	0.370	0.428	0.1467	
2060	0.375	0.428	0.1467	
2061	0.356	0.428	0.1467	
2062	0.366	0.409	0.1467	
2063	0.370	0.418	0.1467	
2064	0.370	0.423	0.1467	
2065	0.366	0.418	0.1467	
2066	0.375	0.428	0.1467	
2067	0.375	0.428	0.1467	
2068	0.356	0.423	0.1467	
2069	0.361	0.409	0.1467	
2070	0.370	0.418	0.1464	
2071	0.370	0.428	0.1467	
2072	0.361	0.423	0.1464	
2073	0.361	0.418	0.1467	
2074	0.370	0.418	0.1467	
2075	0.375	0.428	0.1467	
2076	0.370	0.418	0.1467	
2077	0.356	0.418	0.1467	
2078	0.370	0.418	0.1467	
2079	0.375	0.423	0.1467	
2080	0.361	0.423	0.1467	
2081	0.370	0.418	0.1467	
2082	0.370	0.418	0.1467	
2083	0.375	0.428	0.1467	
2084	0.356	0.423	0.1464	
2085	0.370	0.418	0.1464	
2086	0.370	0.428	0.1467	
2087	0.375	0.423	0.1464	
2088	0.366	0.418	0.1464	
2089	0.366	0.414	0.1464	
2090	0.361	0.423	0.1461	
2091	0.366	0.414	0.1464	
2092	0.375	0.423	0.1464	
2093	0.370	0.414	0.1467	
2094	0.356	0.423	0.1467	
2095	0.380	0.428	0.1464	
2096	0.370	0.414	0.1464	
2097	0.361	0.414	0.1467	
2098	0.370	0.423	0.1467	
2099	0.375	0.423	0.1464	
2100	0.370	0.414	0.1464	
2101	0.366	0.414	0.1464	
2102	0.366	0.418	0.1464	
2103	0.375	0.418	0.1464	
2104	0.366	0.418	0.1461	
2105	0.366	0.414	0.1464	
2106	0.366	0.414	0.1464	
2107	0.361	0.409	0.1464	
2108	0.356	0.418	0.1464	
2109	0.370	0.428	0.1461	
2110	0.375	0.423	0.1464	
2111	0.380	0.423	0.1464	
2112	0.370	0.414	0.1464	
2113	0.366	0.414	0.1464	
2114	0.356	0.423	0.1464	
2115	0.366	0.418	0.1464	
2116	0.370	0.428	0.1464	
2117	0.375	0.418	0.1464	
2118	0.375	0.418	0.1461	
2119	0.370	0.418	0.1464	
2120	0.375	0.418	0.1461	
2121	0.375	0.418	0.1464	
2122	0.370	0.418	0.1464	
2123	0.375	0.428	0.1461	
2124	0.361	0.418	0.1461	
2125	0.361	0.403	0.1464	
2126	0.366	0.414	0.1464	
2127	0.375	0.418	0.1461	
2128	0.370	0.428	0.1464	
2129	0.370	0.414	0.1464	
2130	0.375	0.423	0.1464	
2131	0.366	0.409	0.1464	
2132	0.370	0.418	0.1464	
2133	0.375	0.423	0.1464	
2134	0.361	0.418	0.1464	
2135	0.375	0.423	0.1464	
2136	0.356	0.418	0.1464	
2137	0.375	0.418	0.1464	
2138	0.375	0.428	0.1461	
2139	0.366	0.409	0.1461	
2140	0.356	0.418	0.1464	
2141	0.370	0.418	0.1461	
2142	0.366	0.403	0.1461	
2143	0.370	0.423	0.1464	
2144	0.370	0.418	0.1461	
2145	0.361	0.403	0.1461	
2146	0.370	0.418	0.1461	
2147	0.375	0.418	0.1461	
2148	0.356	0.409	0.1458	
2149	0.366	0.418	0.1461	
2150	0.375	0.418	0.1461	
2151	0.361	0.418	0.1458	
2152	0.366	0.423	0.1458	
2153	0.370	0.414	0.1461	
2154	0.361	0.403	0.1458	
2155	0.356	0.414	0.1458	
2156	0.361	0.418	0.1458	
2157	0.361	0.418	0.1458	
2158	0.370	0.418	0.1458	
2159	0.366	0.409	0.1458	
2160	0.361	0.403	0.1458	
2161	0.370	0.418	0.1458	
2162	0.370	0.418	0.1458	
2163	0.375	0.414	0.1458	
2164	0.366	0.414	0.1458	
2165	0.366	0.403	0.1458	
2166	0.356	0.414	0.1458	
2167	0.361	0.418	0.1458	
2168	0.356	0.418	0.1458	
2169	0.361	0.403	0.1458	
2170	0.361	0.414	0.1458	
2171	0.366	0.403	0.1458	
2172	0.366	0.414	0.1458	
2173	0.375	0.418	0.1458	
2174	0.370	0.418	0.1458	
2175	0.366	0.418	0.1458	
2176	0.356	0.418	0.1458	
2177	0.361	0.403	0.1458	
2178	0.366	0.403	0.1458	
2179	0.361	0.409	0.1458	
2180	0.356	0.418	0.1458	
2181	0.375	0.418	0.1455	
2182	0.370	0.414	0.1458	
2183	0.356	0.414	0.1458	
2184	0.370	0.418	0.1458	
2185	0.366	0.418	0.1455	
2186	0.366	0.414	0.1458	
2187	0.356	0.418	0.1458	
2188	0.366	0.403	0.1458	
2189	0.370	0.414	0.1458	
2190	0.375	0.418	0.1458	
2191	0.366	0.418	0.1458	
2192	0.361	0.403	0.1458	
2193	0.375	0.418	0.1458	
2194	0.366	0.418	0.1458	
2195	0.361	0.409	0.1458	
2196	0.370	0.423	0.1458	
2197	0.375	0.418	0.1458	
2198	0.366	0.414	0.1458	
2199	0.361	0.414	0.1458	
2200	0.370	0.423	0.1458	
2201	0.375	0.418	0.1458	
2202	0.366	0.414	0.1458	
2203	0.361	0.403	0.1458	
2204	0.356	0.418	0.1458	
2205	0.361	0.418	0.1458	
2206	0.375	0.418	0.1458	
2207	0.375	0.418	0.1458	
2208	0.366	0.403	0.1458	
2209	0.370	0.418	0.1458	
2210	0.366	0.409	0.1458	
2211	0.370	0.418	0.1458	
2212	0.366	0.414	0.1458	
2213	0.356	0.418	0.1458	
2214	0.366	0.418	0.1458	
2215	0.375	0.418	0.1458	
2216	0.366	0.414	0.1458	
2217	0.366	0.409	0.1458	
2218	0.356	0.414	0.1458	
2219	0.366	0.418	0.1458	
2220	0.375	0.414	0.1458	
2221	0.361	0.403	0.1483	
2222	0.356	0.418	0.1458	
2223	0.366	0.418	0.1458	
2224	0.366	0.418	0.1458	
2225	0.375	0.418	0.1458	
2226	0.370	0.403	0.1458	
2227	0.361	0.409	0.1458	
2228	0.366	0.414	0.1458	
2229	0.375	0.414	0.1458	
2230	0.361	0.399	0.1458	
2231	0.361	0.403	0.1458	
2232	0.370	0.418	0.1458	
2233	0.375	0.414	0.1458	
2234	0.366	0.403	0.1455	
2235	0.366	0.403	0.1455	
2236	0.366	0.409	0.1455	
2237	0.366	0.409	0.1455	
2238	0.366	0.403	0.1458	
2239	0.370	0.409	0.1455	
2240	0.366	0.403	0.1455	
2241	0.370	0.414	0.1455	
2242	0.370	0.418	0.1455	
2243	0.370	0.414	0.1455	
2244	0.361	0.414	0.1455	
2245	0.356	0.414	0.1455	
2246	0.356	0.399	0.1455	
2247	0.366	0.403	0.1455	
2248	0.361	0.403	0.1455	
2249	0.366	0.403	0.1455	
2250	0.366	0.414	0.1455	
2251	0.366	0.414	0.1455	
2252	0.356	0.414	0.1455	
2253	0.370	0.418	0.1455	
2254	0.361	0.414	0.1455	
2255	0.366	0.403	0.1455	
2256	0.366	0.418	0.1455	
2257	0.356	0.409	0.1455	
2258	0.375	0.414	0.1455	
2259	0.361	0.403	0.1458	
2260	0.370	0.418	0.1455	
2261	0.366	0.399	0.1455	
2262	0.370	0.418	0.1455	
2263	0.356	0.414	0.1455	
2264	0.370	0.418	0.1455	
2265	0.366	0.403	0.1455	
2266	0.356	0.414	0.1455	
2267	0.370	0.418	0.1455	
2268	0.366	0.418	0.1455	
2269	0.366	0.418	0.1452	
2270	0.370	0.414	0.1455	
2271	0.370	0.414	0.1455	
2272	0.361	0.403	0.1452	
2273	0.356	0.414	0.1452	
2274	0.366	0.418	0.1455	
2275	0.370	0.403	0.1452	
2276	0.356	0.403	0.1452	
2277	0.370	0.418	0.1452	
2278	0.375	0.414	0.1455	
2279	0.366	0.409	0.1452	
2280	0.366	0.403	0.1455	
2281	0.366	0.403	0.1452	
2282	0.361	0.403	0.1452	
2283	0.366	0.409	0.1452	
2284	0.370	0.409	0.1455	
2285	0.370	0.418	0.1455	
2286	0.370	0.418	0.1455	
2287	0.366	0.414	0.1455	
2288	0.366	0.414	0.1455	
2289	0.356	0.414	0.1455	
2290	0.361	0.403	0.1452	
2291	0.366	0.409	0.1455	
2292	0.375	0.414	0.1455	
2293	0.375	0.414	0.1455	
2294	0.370	0.414	0.1455	
2295	0.370	0.414	0.1455	
2296	0.366	0.403	0.1455	
2297	0.356	0.399	0.1455	
2298	0.356	0.409	0.1455	
2299	0.361	0.414	0.1449	
2300	0.361	0.414	0.1455	
2301	0.356	0.403	0.1455	
2302	0.356	0.414	0.1455	
2303	0.356	0.414	0.1455	
2304	0.356	0.409	0.1455	
2305	0.361	0.399	0.1455	
2306	0.366	0.403	0.1455	
2307	0.370	0.409	0.1455	
2308	0.356	0.414	0.1452	
2309	0.366	0.409	0.1455	
2310	0.356	0.399	0.1455	
2311	0.356	0.399	0.1455	
2312	0.356	0.403	0.1455	
2313	0.366	0.414	0.1452	
2314	0.356	0.414	0.1449	
2315	0.370	0.414	0.1452	
2316	0.366	0.414	0.1452	
2317	0.366	0.414	0.1452	
2318	0.366	0.414	0.1449	
2319	0.361	0.409	0.1449	
2320	0.356	0.414	0.1452	
2321	0.361	0.399	0.1452	
2322	0.366	0.403	0.1449	
2323	0.366	0.403	0.1452	
2324	0.366	0.414	0.1452	
2325	0.356	0.409	0.1449	
2326	0.356	0.409	0.1449	
2327	0.356	0.403	0.1449	
2328	0.361	0.394	0.1455	
2329	0.370	0.409	0.1452	
2330	0.356	0.409	0.1452	
2331	0.375	0.409	0.1452	
2332	0.356	0.414	0.1452	
2333	0.366	0.403	0.1452	
2334	0.361	0.414	0.1452	
2335	0.370	0.403	0.1452	
2336	0.361	0.399	0.1452	
2337	0.356	0.399	0.1455	
2338	0.361	0.409	0.1449	
2339	0.370	0.409	0.1449	
2340	0.370	0.403	0.1452	
2341	0.361	0.399	0.1452	
2342	0.370	0.418	0.1452	
2343	0.370	0.403	0.1449	
2344	0.361	0.399	0.1452	
2345	0.356	0.409	0.1449	
2346	0.370	0.414	0.1449	
2347	0.356	0.399	0.1449	
2348	0.356	0.403	0.1449	
2349	0.375	0.414	0.1449	
2350	0.366	0.399	0.1449	
2351	0.370	0.409	0.1449	
2352	0.366	0.403	0.1449	
2353	0.361	0.399	0.1449	
2354	0.366	0.414	0.1449	
2355	0.366	0.409	0.1449	
2356	0.361	0.403	0.1449	
2357	0.366	0.414	0.1446	
2358	0.370	0.403	0.1449	
2359	0.366	0.394	0.1446	
2360	0.356	0.409	0.1446	
2361	0.366	0.418	0.1449	
2362	0.366	0.414	0.1449	
2363	0.361	0.409	0.1446	
2364	0.366	0.414	0.1446	
2365	0.370	0.414	0.1446	
2366	0.366	0.414	0.1449	
2367	0.366	0.414	0.1446	
2368	0.361	0.409	0.1446	
2369	0.361	0.409	0.1446	
2370	0.356	0.399	0.1446	
2371	0.361	0.399	0.1446	
2372	0.370	0.414	0.1449	
2373	0.366	0.414	0.1446	
2374	0.356	0.399	0.1446	
2375	0.366	0.399	0.1446	
2376	0.366	0.409	0.1446	
2377	0.356	0.399	0.1446	
2378	0.366	0.414	0.1446	
2379	0.361	0.399	0.1446	
2380	0.370	0.403	0.1446	
2381	0.361	0.399	0.1446	
2382	0.361	0.409	0.1446	
2383	0.366	0.403	0.1446	
2384	0.361	0.414	0.1446	
2385	0.361	0.399	0.1446	
2386	0.370	0.403	0.1446	
2387	0.356	0.409	0.1446	
2388	0.370	0.409	0.1446	
2389	0.356	0.399	0.1446	
2390	0.370	0.403	0.1446	
2391	0.361	0.403	0.1442	
2392	0.361	0.399	0.1446	
2393	0.366	0.399	0.1446	
2394	0.370	0.409	0.1446	
2395	0.361	0.394	0.1442	
2396	0.361	0.403	0.1446	
2397	0.361	0.409	0.1446	
2398	0.366	0.399	0.1446	
2399	0.361	0.399	0.1442	
2400	0.361	0.399	0.1446	
2401	0.366	0.414	0.1442	
2402	0.356	0.409	0.1446	
2403	0.361	0.399	0.1442	
2404	0.366	0.409	0.1446	
2405	0.356	0.399	0.1446	
